ISOCODE,Type,COUNTRY,CIESINCODE,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC,AVERAGE
DNK,TEMF,Denmark,208,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,5.05,0.00,0.48,8.68,0.00,0.00,0.13,0.57,0.00,1.31,0.00,0.90
DMA,TEMF,Dominica,212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOM,TEMF,Dominican Republic,214,0.00,0.00,0.00,0.00,0.00,0.00,10.46,0.00,125.54,13.82,106.31,"1,180.37",0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.61
ECU,TEMF,Ecuador,218,0.00,0.00,0.00,0.00,0.00,0.00,8.57,0.00,1.15,3.95,4.29,"3,348.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.18
SLV,TEMF,El Salvador,222,0.00,0.00,0.00,0.00,0.00,0.00,171.26,0.00,303.83,225.78,257.90,140.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.86
GNQ,TEMF,Equatorial Guinea,226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,95.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.05
ETH,TEMF,Ethiopia,231,0.00,0.00,0.00,0.00,0.00,0.00,"3,642.00",0.00,"4,767.00","2,154.12","4,964.97","3,094,504.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"163,685.93"
ERI,TEMF,Eritrea,232,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.52,0.12,0.11,"1,100.51",0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.97
EST,TEMF,Estonia,233,"4,135.41",9.97,3.34,11.77,15.54,250.36,39.89,0.00,25.36,668.08,6.17,0.00,0.96,3.92,3.64,0.09,12.63,21.90,19.08,275.16
FRO,TEMF,Faeroe Islands,234,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FLK,TEMF,Falkland Islands (Malvinas),238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
FJI,TEMF,Fiji,242,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FIN,TEMF,Finland,246,224.92,9.17,72.75,59.16,29.99,23.13,12.63,0.00,14.76,50.23,1.80,0.41,2.76,9.76,27.34,1.59,26.38,4.90,6.15,30.41
ALA,TEMF,Åland Islands,248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FRA,TEMF,France,250,927.11,722.04,591.34,"5,709.68","1,011.09",281.31,"6,614.60","1,021.38","2,047.21",60.21,80.26,"2,681.66","2,847.08",465.63,98.14,744.17,40.85,"1,304.11",152.58,"1,442.13"
GUF,TEMF,French Guiana,254,0.00,0.00,0.00,0.00,0.00,0.00,3.11,0.00,0.66,2.26,0.00,"1,431.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.64
PYF,TEMF,French Polynesia,258,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DJI,TEMF,Djibouti,262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
GAB,TEMF,Gabon,266,0.00,0.00,0.00,0.00,0.00,0.00,350.88,0.00,80.39,372.26,263.82,"54,834.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,942.21"
GEO,TEMF,Georgia,268,134.50,"4,717.84",834.82,372.50,530.62,48.40,428.67,"9,923.81","2,011.23",258.80,721.66,321.93,162.63,167.43,294.43,43.35,298.84,410.02,"3,230.50","1,311.16"
GMB,TEMF,Gambia,270,0.00,0.00,0.00,0.00,0.00,0.00,3.89,0.00,37.01,14.62,32.59,"11,009.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,584.09
PSE,TEMF,State of Palestine,275,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
DEU,TEMF,Germany,276,"8,263.86",422.63,441.38,124.56,39.79,7.05,22.79,4.89,21.72,9.38,7.26,"1,116.19",10.94,13.16,15.28,10.77,39.86,12.01,294.06,572.51
GHA,TEMF,Ghana,288,0.00,0.00,0.00,0.00,0.00,0.00,"1,610.47",0.00,92.93,"1,407.93",840.69,"3,868,997.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"203,839.44"
KIR,TEMF,Kiribati,296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRC,TEMF,Greece,300,26.62,31.07,7.90,50.46,0.38,3.37,1.19,22.16,9.42,8.38,"2,195.24","11,327.24",0.85,55.68,"3,352.33","10,909.96",10.93,1.31,4.87,"1,474.70"
GRL,TEMF,Greenland,304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GRD,TEMF,Grenada,308,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
GLP,TEMF,Guadeloupe,312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
GUM,TEMF,Guam,316,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GTM,TEMF,Guatemala,320,0.00,0.00,0.00,0.00,0.00,0.00,"15,628.02",0.00,"13,651.61","8,254.62","10,388.17","41,525.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,707.79"
GIN,TEMF,Guinea,324,0.00,0.00,0.00,0.00,0.00,0.00,"18,236.60",0.00,"102,140.90","37,617.88","57,293.60","2,945,284.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"166,345.95"
GUY,TEMF,Guyana,328,0.00,0.00,0.00,0.00,0.00,0.00,"3,008.84",0.00,10.80,237.92,24.71,"2,611.87",0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.22
HTI,TEMF,Haiti,332,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,1.34,3.97,1.16,20.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46
HND,TEMF,Honduras,340,0.00,0.00,0.00,0.00,0.00,0.00,"6,112.27",0.00,"12,565.89","2,100.14",992.74,"16,682.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,023.86"
HKG,TEMF,China Hong Kong Special Administrative Region,344,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71
HUN,TEMF,Hungary,348,37.11,15.21,1.87,2.95,3.34,2.82,37.99,0.71,"1,309.11",22.45,64.96,54.18,16.14,0.41,18.61,269.50,5.52,82.25,8.44,102.82
ISL,TEMF,Iceland,352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IND,TEMF,India,356,"83,382.48","119,149.73","403,212.17","160,310.61","63,838.07","39,717.20","100,559.55","20,413.94","114,135.53","295,039.38","99,688.32","61,030.67","215,929.76","307,590.98","50,452.58","191,866.50","62,455.65","157,369.64","92,450.31","138,873.32"
IDN,TEMF,Indonesia,360,0.00,0.00,0.00,0.00,0.00,0.00,50.51,0.00,421.53,243.24,256.32,"43,831.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,358.06"
IRN,TEMF,Iran (Islamic Republic of),364,14.82,103.40,16.40,3.25,29.87,135.55,34.81,65.66,200.19,24.37,79.66,268.32,3.14,"12,017.97",6.42,0.58,38.08,15.18,9.18,687.73
IRQ,TEMF,Iraq,368,0.00,0.00,0.00,0.00,0.00,0.00,10.44,0.00,2.74,1.87,0.06,878.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.03
IRL,TEMF,Ireland,372,2.54,1.18,0.36,0.52,0.45,0.00,49.93,0.00,0.00,2.09,16.27,14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.61
ISR,TEMF,Israel,376,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.09,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06
ITA,TEMF,Italy,380,"1,527.63",619.59,"31,818.51","3,479.36",287.38,208.90,540.92,54.99,194.63,103.05,"8,557.19","2,883.34",170.23,79.64,538.31,"4,134.79",212.59,48.83,186.08,"2,928.74"
CIV,TEMF,Côte d'Ivoire,384,0.00,0.00,0.00,0.00,0.00,0.00,"2,674.36",0.00,"1,458.00",911.34,"1,283.61","1,887,336.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"99,666.50"
JAM,TEMF,Jamaica,388,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,1.31,23.21,0.00,44.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65
JPN,TEMF,Japan,392,"36,975.76","14,064.94","23,551.72","5,316.63","2,268.97","1,281.16","2,935.54","15,707.12","1,962.60","1,388.85","3,973.11",219.97,"1,722.76","1,935.61","5,975.01","1,830.34","1,184.43","1,637.07","2,270.66","6,642.22"
KAZ,TEMF,Kazakhstan,398,117.78,46.03,39.88,30.21,0.00,552.65,"78,110.51",0.00,"37,822.84","50,841.01","11,970.97","2,131,206.57","1,691.01","1,248.52","1,986.81","20,067.43",3.62,"8,088.59","39,396.69","125,432.69"
JOR,TEMF,Jordan,400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
KEN,TEMF,Kenya,404,0.00,0.00,0.00,0.00,0.00,0.00,552.71,0.00,243.49,76.96,642.69,"50,034.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,713.17"
PRK,TEMF,Democratic People's Republic of Korea,408,"493,819.43","47,644.11","19,212.21","50,046.96","76,147.15","3,887.09","1,714.38","30,753.43","10,562.58","1,036.38","5,204.83","1,642.00","12,268.47",490.77,"14,160.34",453.66,456.58,"5,274.05","1,729.92","40,868.65"
KOR,TEMF,Republic of Korea,410,"45,930.27","13,457.10","19,852.97","89,960.38",374.01,766.56,216.92,"4,329.03","1,139.55",644.14,671.90,149.16,404.57,460.25,588.40,510.44,373.78,778.85,967.00,"9,556.59"
KWT,TEMF,Kuwait,414,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.07,0.00,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11
KGZ,TEMF,Kyrgyzstan,417,0.00,0.00,0.00,0.00,0.00,0.00,90.30,0.00,"1,591.07",232.47,64.70,950.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.18
LAO,TEMF,Lao People's Democratic Republic,418,0.00,0.00,0.00,0.00,0.00,0.00,"150,433.65",0.00,"293,775.34","108,794.17","55,900.68","173,147.51",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"41,160.60"
LBN,TEMF,Lebanon,422,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07
LSO,TEMF,Lesotho,426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,537.95",0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.84
LVA,TEMF,Latvia,428,43.57,21.93,243.35,23.70,367.11,"1,511.12",221.37,0.00,25.03,421.19,3.40,3.21,6.29,5.35,3.34,1.48,1.65,5.45,43.40,155.37
LBR,TEMF,Liberia,430,0.00,0.00,0.00,0.00,0.00,0.00,"3,799.63",0.00,799.39,"2,734.55",59.34,"17,607.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,315.79"
LBY,TEMF,Libya,434,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,2.73,0.06,0.05,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26
LTU,TEMF,Lithuania,440,115.40,31.45,17.03,22.68,0.79,70.08,100.99,0.16,"4,287.65",268.64,6.33,3.26,27.80,0.42,2.70,2.22,1.51,14.83,3.54,261.97
LUX,TEMF,Luxembourg,442,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.04,0.00,0.05,33.71,0.00,0.06,0.00,0.00,0.00,0.00,0.00,1.79
MDG,TEMF,Madagascar,450,"1,310.01","1,704.90","1,070.45","3,845.71","23,533.09","3,491.75","14,325.55","1,410.97","22,826.83","4,192.22","9,354.63","681,577.87","4,760.82","6,814.27","5,197.27","2,767.61","2,461.57","3,586.46","5,497.32","42,091.02"
MWI,TEMF,Malawi,454,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199.40,4.99,6.49,"236,116.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,438.29"
MYS,TEMF,Malaysia,458,0.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,195.53,53.23,263.87,"3,080.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.30
MDV,TEMF,Maldives,462,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MLI,TEMF,Mali,466,0.00,0.00,0.00,0.00,0.00,0.00,235.70,0.00,657.35,805.07,595.15,"1,428,979.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"75,330.13"
MLT,TEMF,Malta,470,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MTQ,TEMF,Martinique,474,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
MRT,TEMF,Mauritania,478,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,8.59,0.03,3.37,"8,761.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,461.79
MUS,TEMF,Mauritius,480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MEX,TEMF,Mexico,484,"2,471.69","246,735.39","35,743.95","49,227.02","2,162.33","9,510.69","35,265.73",0.00,"35,862.24","69,103.91","48,512.90","262,922.65",643.91,"7,140.54","110,007.73","48,828.68","14,089.97",485.42,201.25,"51,521.90"
MNG,TEMF,Mongolia,496,0.00,0.00,0.00,0.00,0.00,0.00,"3,165.27",0.00,"1,212.67","39,117.36","6,370.66","7,631.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,026.19"
MDA,TEMF,Republic of Moldova,498,0.00,0.00,0.00,0.00,0.00,0.00,13.13,0.00,75.58,78.67,1.78,106.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51
MNE,TEMF,Montenegro,499,0.60,0.91,0.32,41.44,0.21,0.00,50.50,6.66,4.26,25.50,66.57,239.01,6.52,23.68,"1,145.65",26.94,0.33,1.06,5.38,86.61
MSR,TEMF,Montserrat,500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAR,TEMF,Morocco,504,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.23,0.12,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
MOZ,TEMF,Mozambique,508,0.00,0.00,0.00,0.00,0.00,0.00,391.04,0.00,"5,496.21",40.40,245.38,"18,359,842.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"966,632.41"
OMN,TEMF,Oman,512,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,2.23,0.67,7.58,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58
NAM,TEMF,Namibia,516,0.00,0.00,0.00,0.00,0.00,0.00,44.72,0.00,16.28,2.11,7.56,"1,146,376.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"60,339.30"
NRU,TEMF,Nauru,520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NPL,TEMF,Nepal,524,"11,060.29","10,059.63","10,069.60","16,387.41","15,079.87","1,386.10","7,993.38","1,350.52","11,667.49","9,263.69","2,222.63",386.31,"67,676.42","41,902.35","27,073.37","94,673.16","43,536.13","50,242.58","1,498.23","22,291.01"
NLD,TEMF,Netherlands,528,0.96,0.32,0.05,0.08,0.22,1.37,23.03,0.00,4.54,1.16,1.78,370.32,0.01,0.05,0.92,0.00,7.59,12.31,0.31,22.37
CUW,TEMF,Curaçao,531,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ABW,TEMF,Aruba,533,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SXM,TEMF,Sint Maarten (Dutch part),534,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BES,TEMF,Bonaire Saint Eustatius and Saba,535,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NCL,TEMF,New Caledonia,540,0.00,0.00,0.00,0.00,0.00,0.00,4.22,0.00,0.00,2.05,0.00,20.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41
VUT,TEMF,Vanuatu,548,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.67,5.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34
NZL,TEMF,New Zealand,554,"1,679.47",6.33,9.51,"1,198.52","2,911.01",43.95,108.26,13.74,28.82,94.46,127.05,685.54,62.55,94.20,55.78,37.54,130.16,94.03,23.45,389.70
NIC,TEMF,Nicaragua,558,0.00,0.00,0.00,0.00,0.00,0.00,"2,658.80",0.00,"5,047.61","1,324.80",198.89,"6,524.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,829.19
NER,TEMF,Niger,562,0.00,0.00,0.00,0.00,0.00,0.00,449.51,0.00,26.29,63.38,3.01,"39,402.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,102.37"
NGA,TEMF,Nigeria,566,0.00,0.00,0.00,0.00,0.00,0.00,"3,016.87",0.00,"2,155.23","3,995.35","1,118.31","2,348,717.74",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"124,158.08"
NIU,TEMF,Niue,570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NFK,TEMF,Norfolk Island,574,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NOR,TEMF,Norway,578,9.51,61.75,22.39,57.39,8.75,14.18,16.44,8.21,52.99,381.78,6.10,3.22,1.32,4.68,8.50,3.96,4.76,8.10,5.28,35.75
MNP,TEMF,Northern Mariana Islands,580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FSM,TEMF,Micronesia (Federated States of),583,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MHL,TEMF,Marshall Islands,584,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PLW,TEMF,Palau,585,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PAK,TEMF,Pakistan,586,0.22,683.20,0.25,2.31,0.00,0.00,275.62,0.00,85.25,138.97,106.49,399.55,0.07,3.45,0.00,27.63,1.23,4.92,15.23,91.81
PAN,TEMF,Panama,591,0.00,0.00,0.00,0.00,0.00,0.00,864.12,0.00,355.38,165.48,167.97,704.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.81
PNG,TEMF,Papua New Guinea,598,0.00,0.00,0.00,0.00,0.00,0.00,20.53,0.00,51.76,21.46,64.11,"44,788.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,365.58"
PRY,TEMF,Paraguay,600,"19,250.21","10,767.75","55,478.98","81,245.81","61,536.82","11,834.67","13,476.77","22,047.95","9,496.49","6,401.17","4,221.41","273,942.10","1,749.53","7,647.62","6,447.89","3,507.11","2,956.86","4,443.09","8,116.00","31,819.38"
PER,TEMF,Peru,604,0.00,0.00,0.00,0.00,0.00,0.00,9.49,0.00,9.80,21.55,10.37,"7,818.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,414.21
PHL,TEMF,Philippines,608,0.00,0.00,0.00,0.00,0.00,0.00,"7,351.81",0.00,"7,811.07","3,436.67","2,520.33","1,790.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,205.80"
PCN,TEMF,Pitcairn,612,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
POL,TEMF,Poland,616,1.30,20.16,8.96,1.67,19.37,1.74,158.40,2.64,299.83,57.91,8.93,107.63,1.37,7.25,5.55,10.01,1.99,10.38,206.04,49.01
PRT,TEMF,Portugal,620,201.38,471.62,174.84,203.34,45.04,"2,497.50","292,450.31",95.06,"77,851.65",677.65,1.33,216.28,19.59,224.07,79.51,75.68,"2,360.51",27.35,327.84,"19,894.77"
GNB,TEMF,Guinea-Bissau,624,0.00,0.00,0.00,0.00,0.00,0.00,451.44,0.00,"1,898.00","1,589.38",881.85,"83,846.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,666.70"
TLS,TEMF,Timor-Leste,626,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,"1,867.41",0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.29
PRI,TEMF,Puerto Rico,630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,1.65,0.64,63.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53
QAT,TEMF,Qatar,634,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REU,TEMF,Réunion,638,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ROU,TEMF,Romania,642,"1,045.14",726.46,212.13,287.54,174.55,390.86,"2,170.86",25.53,665.30,101.86,"13,953.18",268.17,70.02,21.70,"7,734.54","2,863.31","1,688.73",565.68,440.28,"1,758.20"
RUS,TEMF,Russian Federation,643,"624,940.33","119,111.59","461,655.86","32,023.04","74,551.94","202,219.72","208,207.15","38,202.63","137,291.76","691,561.32","216,242.34","971,904.49","158,463.31","2,563,099.70","101,080.22","59,561.17","23,359.76","237,446.66","62,071.71","367,526.04"
RWA,TEMF,Rwanda,646,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.09,0.00,0.00,405.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.44
BLM,TEMF,Saint-Barthelemy,652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHN,TEMF,Saint Helena,654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KNA,TEMF,Saint Kitts and Nevis,659,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AIA,TEMF,Anguilla,660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCA,TEMF,Saint Lucia,662,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13
SPM,TEMF,Saint Pierre and Miquelon,666,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VCT,TEMF,Saint Vincent and the Grenadines,670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STP,TEMF,Sao Tome and Principe,678,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17
SAU,TEMF,Saudi Arabia,682,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,3.80,0.48,1.62,7.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75
SEN,TEMF,Senegal,686,0.00,0.00,0.00,0.00,0.00,0.00,21.65,0.00,239.81,271.46,135.60,"968,490.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"51,008.37"
SRB,TEMF,Serbia,688,28.08,14.15,8.10,"1,930.47",15.47,333.96,88.77,0.63,294.48,10.63,"1,640.06",183.30,18.81,86.09,315.31,"1,149.75",13.65,0.69,10.71,323.32
SYC,TEMF,Seychelles,690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SLE,TEMF,Sierra Leone,694,0.00,0.00,0.00,0.00,0.00,0.00,"156,682.19",0.00,"7,324.47","30,832.87","46,831.44","516,950.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,927.46"
SGP,TEMF,Singapore,702,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
